c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91303,-875,776,196,9,916,8504,-12910,-64,65,57,-2,-2,-2,0,15112,953,230,300,15112,1523,1472,1744,1719,0,0,0,0,0,0,0,25,-40,-10,26,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91350,169,394,-259,9,1230,7161,-4976,-369,-21,30,-4,-1,0,0,15067,967,205,296,15067,1510,1477,1745,1720,0,0,0,0,0,0,0,7,-43,31,45,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91403,547,-122,-92,244,1081,-3031,-3389,-552,1,69,-6,9,16,0,15022,986,209,291,15022,1474,1507,1743,1723,0,0,0,0,0,0,0,28,-30,-29,12,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91450,457,-221,-285,238,824,-406,-10713,3781,232,95,-6,54,23,0,14978,993,245,287,14978,1507,1541,1709,1708,0,0,0,0,0,0,0,6,-38,21,30,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91503,1260,477,-356,350,696,13692,-7966,3353,284,188,-4,78,29,0,15022,1016,181,291,15022,1542,1504,1728,1691,0,0,0,0,0,0,0,-24,-60,99,99,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91550,2809,691,-308,396,857,18331,-16145,5795,288,311,-4,106,50,0,15022,1003,158,291,15022,1546,1538,1700,1690,0,0,0,0,0,0,0,-32,-72,116,154,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91603,3923,706,-144,-16,1081,28280,-14863,3231,153,372,-4,99,62,0,15022,1021,194,291,15022,1571,1474,1720,1697,0,0,0,0,0,0,0,-19,-30,72,66,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91650,4612,103,40,221,839,9908,-23103,3536,-77,295,-4,64,57,0,14978,1028,168,287,14978,1542,1512,1698,1714,0,0,0,0,0,0,0,-11,-35,34,96,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91703,4325,-1123,39,-68,1193,6063,-18464,546,-119,149,-2,51,49,0,15067,1045,212,296,15067,1531,1483,1719,1726,0,0,0,0,0,0,0,0,-16,-14,55,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91750,3251,-1875,122,-22,1144,-2359,-9553,-1223,-126,-13,-4,31,30,0,15022,1047,223,291,15022,1506,1478,1733,1731,0,0,0,0,0,0,0,-1,0,-25,9,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91803,2906,-845,-188,416,1045,-16275,-11140,4879,-194,-31,-4,11,8,0,15022,1061,202,291,15022,1526,1549,1688,1709,0,0,0,0,0,0,0,-52,-29,105,81,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91850,1988,-1220,147,168,764,-7486,578,729,-163,-99,-2,2,1,0,15067,1073,179,296,15067,1522,1495,1722,1719,0,0,0,0,0,0,0,0,-16,-38,41,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91903,1297,-898,201,62,851,-6815,4545,180,-106,-74,-6,1,0,0,15022,1058,177,291,15022,1506,1498,1735,1715,0,0,0,0,0,0,0,-8,-7,-8,16,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91950,1680,317,-203,11,935,3377,5765,119,-139,31,-4,1,0,0,15022,1090,189,291,15022,1552,1448,1745,1705,0,0,0,0,0,0,0,-36,-26,71,65,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92003,1281,438,76,-195,1047,-6021,-1314,-430,-104,45,-4,1,1,0,14889,1108,250,280,14889,1517,1482,1742,1715,0,0,0,0,0,0,0,-10,-1,1,-7,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92050,1071,455,-167,171,852,-2664,-1680,241,-86,43,-4,1,0,0,14933,1139,313,284,14933,1533,1470,1734,1713,0,0,0,0,0,0,0,-17,-22,18,46,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92103,1404,430,70,72,821,5391,5765,-1651,-115,41,-4,1,0,0,14933,1151,303,284,14933,1529,1439,1752,1713,0,0,0,0,0,0,0,-11,-23,5,49,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92150,1291,823,-292,128,865,-7974,-1497,-1834,-105,82,-4,1,2,0,13500,1145,281,152,13500,1446,1437,1713,1700,0,0,0,0,0,0,0,-31,-17,60,31,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92203,858,1227,185,-203,925,-15543,-10469,5978,-67,110,-2,1,0,0,13500,1140,162,152,13500,1491,1523,1655,1671,0,0,0,0,0,0,0,-21,-12,33,8,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92250,762,924,49,51,1078,-284,3141,-430,-63,84,-2,0,0,0,13500,1154,159,152,1392303,447,593,-184,209,943,-3763,-1314,2682,-32,58,-2,1,1,0,13374,1166,84,139,13374,92350,-24,263,-77,-145,1328,-7425,-3633,2682,9,26,-2,1,0,0,13458,1168,52,148,13458,1475,1485,1676,1681,0,0,0,0,0,0,0,-4,-3,-13,-21,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92403,175,-180,-76,127,719,936,-1802,1400,-8,-12,-4,1,0,0,13458,1158,-32,148,13458,1504,1429,1689,1682,0,0,0,0,0,0,0,4,-22,-36,31,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92450,104,28,-110,-18,861,-6265,-3084,3781,1,2,-4,2,0,0,13416,1168,-57,143,13416,1476,1498,1670,1673,0,0,0,0,0,0,0,-16,-11,23,2,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92503,50,-250,124,55,504,-5228,-1130,2560,6,-18,-4,2,0,0,13458,1176,-77,148,13458,1482,1477,1675,1683,0,0,0,0,0,0,0,12,-10,-52,0,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92550,-158,-314,326,-255,851,-833,-1069,2743,31,-27,-4,3,0,0,13458,1151,-109,148,13458,1507,1455,1689,1664,0,0,0,0,0,0,0,11,-4,-47,-16,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92603,572,-75,174,-8,931,6307,8451,1095,33,3,-2,16,2,0,13416,1159,-136,143,13416,1504,1432,1719,1648,0,0,0,0,0,0,0,7,-22,-33,35,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92650,38,-66,326,-15,908,-1688,394,1400,188,-75,-4,38,-13,0,13500,1160,-50,152,13500,1451,1496,1683,1686,0,0,0,0,0,0,0,9,2,-36,-29,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92703,448,619,-334,233,759,13326,4118,3536,484,-193,-4,104,-49,0,13458,1175,-61,148,13458,1488,1492,1675,1666,0,0,0,0,0,0,0,-8,0,16,-10,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92750,984,1140,54,-440,729,35909,9428,3720,511,-176,-2,119,-55,0,13970,1157,-101,195,13970,1541,1472,1684,1674,0,0,0,0,0,0,0,-7,27,22,-62,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92803,2972,1212,79,4,1126,31026,2836,4391,340,-176,-6,120,-56,0,14933,1149,-203,284,14933,1553,1515,1683,1704,0,0,0,0,0,0,0,10,12,-15,14,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92850,4184,1217,97,-107,958,24129,3385,1644,144,-145,-6,101,-50,0,14844,1132,-210,276,14844,1557,1471,1713,1703,0,0,0,0,0,0,0,9,8,-7,50,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92903,4149,1345,-75,106,711,14302,7352,912,28,-50,-4,78,-33,0,14933,1113,-245,284,14933,1549,1478,1728,1697,0,0,0,0,0,0,0,4,24,14,26,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92950,4079,1446,7,25,909,5452,700,3414,-87,21,-4,53,-20,0,14933,1107,-225,284,14933,1556,1510,1709,1691,0,0,0,0,0,0,0,7,28,8,21,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93003,3990,1386,54,59,948,4232,2897,668,-173,72,-4,34,-9,0,14978,1112,-104,287,14978,1565,1459,1740,1688,0,0,0,0,0,0,0,3,8,19,76,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93050,2994,448,-176,128,1240,-7303,-5159,973,-163,18,-6,19,-4,0,14978,1101,-89,287,14978,1541,1490,1714,1712,0,0,0,0,0,0,0,15,20,-18,33,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93103,1457,-332,607,-365,1247,-12369,394,3414,-109,-39,-4,3,-2,0,14978,1090,-48,287,14978,1535,1535,1698,1699,0,0,0,0,0,0,0,26,41,-53,-36,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93150,829,80,198,-101,1150,-10172,1371,2255,-54,-6,-4,3,-2,0,15022,1092,-72,291,15022,1540,1513,1717,1689,0,0,0,0,0,0,0,18,32,-31,-22,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93203,1187,633,0,283,652,2706,7658,2133,-93,41,-2,2,-2,0,14978,1085,-105,287,14978,1580,1473,1731,1675,0,0,0,0,0,0,0,6,-3,6,70,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93250,1617,1286,95,-4,1241,-6204,1127,2560,-130,101,-4,2,-2,0,14978,1095,-65,287,14978,1562,1500,1722,1680,0,0,0,0,0,0,0,0,-2,28,67,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93303,628,599,17,55,828,-7974,2348,668,-54,48,-2,0,0,0,14978,1091,-39,287,14978,1539,1499,1725,1696,0,0,0,0,0,0,0,19,23,-23,-9,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93350,227,766,-343,40,1000,-10782,-4121,3536,-19,59,0,0,-1,0,14978,1059,-72,287,14978,1542,1540,1700,1688,0,0,0,0,0,0,0,-2,17,35,-1,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93403,-114,943,147,-341,1044,-3397,211,790,6,75,0,0,-1,0,14978,1074,-14,287,14978,1539,1509,1724,1697,0,0,0,0,0,0,0,2,23,21,-23,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93450,-224,742,-348,57,1074,-5777,-703,2438,23,57,0,0,-1,0,14978,1085,20,287,14978,1537,1531,1712,1686,0,0,0,0,0,0,0,2,15,22,-6,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93503,-336,761,204,-123,1000,-7974,-7112,2255,25,66,2,0,0,0,14978,1073,58,287,14978,1516,1552,1691,1708,0,0,0,0,0,0,0,7,12,6,-5,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93550,-335,639,-197,-71,1111,814,-886,-64,25,48,-4,0,-1,0,14978,1071,71,287,14978,1538,1490,1729,1696,0,0,0,0,0,0,0,1,9,17,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93603,36,513,-56,-85,1073,-9744,-5342,5673,-3,37,-4,0,-1,0,14978,1090,75,287,14978,1532,1581,1682,1680,0,0,0,0,0,0,0,3,3,8,13,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93650,-203,-128,-78,153,853,570,1188,2499,17,-14,2,0,0,0,14933,1077,20,284,14933,1546,1528,1708,1682,0,0,0,0,0,0,0,17,12,-28,-11,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93703,-21,-190,322,-92,1192,2767,-4121,5184,-8,-20,-4,-2,0,0,14933,1061,-6,284,14933,1574,1534,1678,1685,0,0,0,0,0,0,0,6,2,0,15,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93750,-318,-410,44,4,1361,9542,6559,1339,20,-39,0,-1,0,0,14933,1073,5,284,14933,1584,1470,1727,1674,0,0,0,0,0,0,0,14,15,-17,-16,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93803,14,67,48,-205,878,-1749,-6257,5062,-15,-1,0,-2,-1,0,14978,1066,1,287,14978,1559,1555,1671,1687,0,0,0,0,0,0,0,0,12,22,-3,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93850,551,275,160,-279,999,-894,-1069,2499,-55,20,-2,-1,0,0,14978,1077,32,287,14978,1549,1532,1709,1680,0,0,0,0,0,0,0,14,21,-12,-21,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93903,911,356,332,-224,1046,-6754,-6685,2682,-86,27,-2,-1,0,0,14978,1059,-10,287,14978,1542,1543,1687,1700,0,0,0,0,0,0,0,17,11,-19,6,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93950,1121,746,-13,-418,1313,-9134,-6563,4086,-104,58,-2,-1,-1,0,14978,1065,7,287,14978,1555,1550,1688,1681,0,0,0,0,0,0,0,-3,3,36,26,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94003,1335,793,17,259,633,-4312,-6380,3353,-123,62,0,-1,-1,0,14978,1058,-34,287,14978,1567,1530,1691,1685,0,0,0,0,0,0,0,4,-10,12,63,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94050,1241,1083,-125,126,978,-10111,-8699,2011,-111,87,-2,0,-1,0,15022,1074,27,291,15022,1542,1539,1702,1690,0,0,0,0,0,0,0,-5,-2,36,37,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94103,677,527,78,-42,1180,-1505,-642,607,-62,42,-6,0,0,0,14933,1060,27,284,14933,1557,1497,1724,1684,0,0,0,0,0,0,0,14,17,-20,-20,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94150,960,873,-245,210,785,-6571,-8821,3353,-90,69,2,-1,-1,0,14933,1077,54,284,14933,1561,1542,1691,1683,0,0,0,0,0,0,0,-20,-11,69,53,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94203,1181,728,-100,200,1008,-284,-2046,1522,-110,56,0,-1,-1,0,14978,1049,18,287,14978,1571,1501,1713,1680,0,0,0,0,0,0,0,-11,-18,40,68,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94250,445,107,-90,151,1032,-5289,-8699,1400,-45,2,2,-1,-1,0,14978,1058,21,287,14978,1556,1519,1694,1700,0,0,0,0,0,0,0,5,3,-12,1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94303,-536,-706,337,-290,817,-4007,-1863,241,36,-68,-2,-2,-1,0,14933,1063,42,284,14933,1534,1521,1702,1707,0,0,0,0,0,0,0,24,30,-69,-77,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94350,-34,-385,-65,18,911,-2054,1127,1766,-3,-37,0,-1,0,0,14978,1076,99,287,14978,156594403,-43,77,593,-360,1202,-3458,516,2011,-6,0,2,-2,-1,0,14978,1078,152,287,14978,1546,1539,1698,1687,0,0,0,0,0,0,0,-2,0,4,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94450,45,48,515,-346,1167,-3946,-2901,1705,-14,0,0,-2,0,0,14978,1078,139,287,14978,1554,1527,1698,1690,0,0,0,0,0,0,0,17,9,-48,-27,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94503,51,-498,276,-140,883,-5777,-93,1278,-11,-50,0,-1,-1,0,15022,1113,141,291,15022,1538,1540,1697,1698,0,0,0,0,0,0,0,32,5,-88,-18,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94550,105,-369,135,1,1175,-7059,1676,1828,-16,-35,0,-1,0,0,15067,1110,234,296,15067,1537,1552,1713,1676,0,0,0,0,0,0,0,7,-3,-20,4,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94603,261,-114,-35,285,979,5941,9916,-186,-33,-16,2,-2,-1,0,15067,1109,200,296,15067,1578,1481,1737,1671,0,0,0,0,0,0,0,7,-10,-16,22,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94650,700,12,323,-164,1212,-589,639,607,-68,1,-2,-1,0,0,15067,1122,158,296,15067,1574,1496,1720,1683,0,0,0,0,0,0,0,5,-19,-9,48,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94703,856,677,-141,-84,1048,-4862,3507,-125,-78,52,-2,0,-1,0,15022,1119,130,291,15022,1555,1505,1736,1671,0,0,0,0,0,0,0,-19,-12,60,28,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94750,668,258,159,79,777,-7730,-8027,2926,-61,19,0,0,0,0,15067,1130,137,296,15067,1549,1559,1676,1698,0,0,0,0,0,0,0,7,-10,-13,22,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94803,596,672,-306,96,1290,-2969,2958,-1651,-62,62,0,-2,0,0,15022,1123,100,291,15022,1550,1491,1747,1674,0,0,0,0,0,0,0,-17,-8,53,13,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94850,302,-100,-96,204,877,-5167,-3938,2987,-36,-12,2,-2,0,0,15022,1142,78,291,15022,1549,1560,1682,1688,0,0,0,0,0,0,0,6,-12,-14,19,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94903,408,54,-427,347,971,3682,3690,57,-42,4,0,-1,0,0,15022,1129,77,291,15022,1578,1488,1742,1660,0,0,0,0,0,0,0,-24,-29,65,65,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94950,123,-203,-203,373,912,2279,2531,668,-21,-17,0,-2,0,0,15022,1130,32,291,15022,1570,1503,1723,1673,0,0,0,0,0,0,0,-17,-20,42,37,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95003,-728,-1270,-161,-216,1144,-5899,578,485,53,-107,-2,-2,0,0,14978,1108,50,287,14978,1529,1541,1708,1689,0,0,0,0,0,0,0,16,12,-52,-58,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95050,-317,-718,-194,-50,908,-1199,6437,241,20,-69,0,-1,-1,0,15022,1136,78,291,15022,1541,1530,1723,1676,0,0,0,0,0,0,0,-19,-13,44,11,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95103,570,193,59,71,1114,-2481,-3755,3720,-56,9,2,-1,-1,0,15022,1150,126,291,15022,1569,1556,1675,1686,0,0,0,0,0,0,0,-16,-30,38,58,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95150,539,339,-66,75,1443,2034,700,-613,-12,22,2,6,-1,0,15022,1167,188,291,15022,1553,1509,1714,1693,0,0,0,0,0,0,0,-3,-5,5,-6,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95203,623,269,46,12,858,3072,-3694,2560,371,-46,2,85,-13,0,14230,1173,219,219,14230,1468,1593,1661,1677,0,0,0,0,0,0,0,7,-9,-25,7,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95250,812,209,115,-291,1064,20101,4057,1766,574,-362,0,129,-76,0,13543,1182,222,155,13543,1526,1507,1661,1669,0,0,0,0,0,0,0,9,5,-27,-21,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95303,1805,862,-152,-122,1288,36031,19987,668,446,-308,2,120,-76,0,13585,1201,251,159,13585,1557,1443,1691,1638,0,0,0,0,0,0,0,3,16,0,-21,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95350,3154,950,14,21,841,25472,12418,1644,147,-196,0,84,-55,0,13543,1222,240,155,13543,1543,1474,1666,1653,0,0,0,0,0,0,0,8,2,0,47,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95403,4274,1644,53,57,723,3988,3019,-796,-247,3,0,25,-27,0,13543,1227,192,155,13543,1546,1430,1679,1668,0,0,0,0,0,0,0,0,-13,33,104,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95450,3521,1714,134,121,1070,-9744,-215,-308,-244,121,2,12,-5,0,13543,1225,197,155,13543,1521,1468,1681,1656,0,0,0,0,0,0,0,11,10,6,36,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95503,2396,1257,-23,-61,1091,-8646,822,180,-205,106,0,0,0,0,13500,1237,133,152,13500,1522,1480,1689,1649,0,0,0,0,0,0,0,11,20,5,-1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
